Date,Beras Cap Anak Daro,Beras Cap Pandan Wangi,Beras Cap Belida,Beras Cap Mundam,Beras Cap Bulog/Dolog,Beras Cap Sokan,Beras Cap Anak Daro Payakumbuh,Beras Cap Anak Daro Solok,Beras Cap Topi Koki,Gula Pasir Kristal Putih plastik (1 kg) Lain- lain,Minyak Goreng Curah Plastik (1 lt)  Tanpa Merek,Minyak Goreng Kemasan Premium (1 lt),Minyak Goreng Kemasan Sederhana (1 lt),Minyak Goreng Kemasan Plastik (1 lt)  Bimoli Kl,Minyak Goreng MINYAKITA (1 lt),Daging Sapi Lokal Daging Paha depan (chuck) (1,Daging Sapi Lokal Paha Belakang (1 Kg),Daging Sapi Lokal Daging Has luar (Sirloin) (1,Daging Sapi Lokal Daging Sandung lamur (Brisket,Daging Sapi Lokal Daging tetelan (1 kg),Daging Sapi Lokal Daging Has Dalam (Tenderloin) (1 Kg),Daging Ayam Broiler/Ras utuh 1 Kg,Daging Ayam Kampung utuh 1 Kg,Telur Ayam Negeri 1 kg,Telur Ayam Kampung 1 kg,Susukental ManisLokalFrisian FlagFrisian Flag,Susukental ManisLokalIndomilkIndomilk plain38,Jagung Lokal 1 kg Pipilan,Tepung Terigu Eceran (1 kg) Protein Ti,Tepung Terigu Eceran (1 kg) Protein Sedang,Kedelai kuning plastik (1 kg) Import,Tempe bungkus (1 kg),Tahu mentah putih kg,Cabe Merah Keriting 1 Kg,Cabe Rawit Hijau 1 Kg,Bawang Merah Lokal 1 Kg,Bawang Putih Impor Honan 1 Kg,Ikan Laut Kembung 1 Kg,Ikan Laut Teri 1 Kg,Ikan Laut Tongkol 1 Kg,Ikan Laut Tuna 1 Kg,Ikan Payau Bandeng 1 Kg,Ikan Laut Cakalang 1 Kg,Garam Halus Yodium 1 kg,Mie Instan Indofood Indomie Kuah Kari Ayam 1 bks,Kacang-Kacangan Kacang Tanah 1 kg,Kacang-Kacangan Kacang Hijau 1 kg,Ketela Pohon Manis Mentega 1 kg,Pisang Ambon kg,Jeruk lokal kg,Udang basah ukuran sedang kg
6/25/2023,14625,14500,12000,13000,9800,13000,13750,,12000,13000,12000,13000,11750,,,120000,120000,120000,120000,45000,120000,28750,39500,25600,32500,10000,10000,6000,8000,7000,24000,,,34500,33750,31500,34000,87000,120000,35000,,30000,10000,5250,14750,23500,11500,,,,
6/26/2023,14625,14500,12000,13000,9800,13000,13800,,12000,13275,12300,13000,11650,,,120000,120000,120000,120000,45000,120000,28900,39500,25600,27000,10000,10000,6000,8000,7000,25100,,,37800,36000,32300,34000,86500,120000,35000,,31000,10000,5250,13550,23000,11500,,,,
6/27/2023,14625,14500,12000,13000,9800,13000,14000,,12000,14000,13250,13000,11500,,,120000,120000,120000,120000,45000,120000,28400,39500,25600,27000,10000,10000,6000,8000,7000,24100,,,36000,34300,33600,34400,86500,120000,35000,,30000,10000,5250,13250,23200,11500,,,,
6/28/2023,14625,14500,12000,13000,9800,12600,14000,,12000,14000,13250,13050,11500,,,120000,120000,120000,120000,45000,120000,28000,39500,25600,27000,10000,10000,6000,8000,7000,23100,,,34300,34500,34100,35000,86100,120000,35000,,31000,10000,5250,13250,23000,11500,,,,
6/29/2023,14625,14500,12000,13000,9800,13000,14000,,12000,14000,13250,13000,11500,,,120000,120000,120000,120000,45000,120000,27000,39500,25600,28100,10050,10050,6000,8000,7000,22400,,,35600,34200,32200,35600,87500,120000,35000,,31000,10000,5250,13250,23000,11500,,,,
6/30/2023,14617,14500,11833,12833,9800,12650,13833,,11833,14000,13133,13067,11333,,,120000,120000,120000,120000,46667,120000,26000,44667,24300,32667,10000,10000,6500,8667,7500,19533,,,37400,33467,35667,44333,69867,120000,29400,35000,30000,20000,6167,9667,21333,14000,2500,,,
7/1/2023,14583,14500,11833,12833,9800,12650,13833,,11833,14000,13000,13000,11333,,,120000,120000,120000,120000,45333,120000,26333,44667,23660,34133,10000,10000,6500,8667,7500,19667,,,37467,31600,35267,43800,69333,120500,30000,35000,30000,20000,6167,9667,21333,14000,2500,,,
7/2/2023,14583,14500,11833,12833,9720,12650,13833,,11833,14067,12967,13000,11333,,,120000,120000,120000,120000,43333,120000,26000,44667,23500,31333,10000,10000,6500,8667,7500,19933,,,39733,34267,31800,38067,68933,122500,30000,35000,30000,20000,6167,9667,21333,14000,2500,,,
7/3/2023,14583,14500,11833,12833,9720,12750,13833,,11833,14200,13000,13000,11333,,,120000,120000,120000,120000,43333,120000,25867,44667,23600,32667,10000,10000,6500,8667,7500,22067,,,44267,34733,30600,36667,68867,122500,30000,35000,30000,20000,6167,9667,21333,14267,2500,,,
7/4/2023,14583,14500,11833,12833,9700,12750,13833,,11833,14533,12833,13000,11367,,,120000,120000,120000,120000,43333,120000,25333,44667,23500,32667,10000,10000,6500,8667,7700,19400,,,36333,33400,30333,36667,68333,122000,30000,35100,30000,20667,6167,9667,21467,14000,2500,,,
7/5/2023,14567,14500,11833,12833,9700,12750,13833,,11833,16200,12767,13000,11333,,,120000,120000,120000,120000,45333,120000,25333,44667,23500,32667,10000,10000,6500,8667,7600,19000,,,37133,33400,30333,36667,68667,122000,30600,36000,30000,20000,6167,9667,21667,14000,2500,,,
7/6/2023,14583,14500,11833,12833,9700,12750,13833,,11833,16633,12500,13000,11333,,,120000,120000,120000,120000,46667,120000,25333,44667,23500,33400,10000,10000,6500,8667,7500,17867,,,31667,31067,31400,36400,68333,121500,30900,36500,29800,20000,6167,9667,21667,14000,2500,,,
7/7/2023,14563,14500,11833,12833,9700,12750,13833,,11833,17417,12167,13000,11500,,,120000,120000,120000,120000,46667,120000,25333,44667,23500,33583,10000,10000,6500,8667,7500,16833,,,29167,29250,31333,36167,68667,121250,30125,36250,29750,20000,6167,9667,21917,14083,2500,,,
7/8/2023,14583,14500,11833,12833,9700,12750,13833,,11833,18000,11333,13000,11533,,,120000,120000,120000,120000,46667,120000,24667,44667,23500,33400,10000,10000,6500,8667,7500,16333,,,27733,29233,35800,38533,69133,124000,31100,36500,30000,20000,6167,9667,23133,15333,2500,,,
7/9/2023,14583,14500,11833,12833,9700,12750,13833,,11833,18000,11250,12917,11333,,,120000,120000,120000,120000,46667,120000,22750,44667,23500,31917,10000,10000,6500,8667,7625,14958,,,25167,29417,35917,37750,69167,124375,30875,36125,30000,20000,6167,9667,23000,15333,2625,,,
7/10/2023,14583,14500,11833,12833,9700,12750,13833,,11833,18000,11467,13000,11333,,,120000,120000,120000,120000,46667,120000,20933,44667,23500,32667,10000,10000,6500,8667,7500,14000,,,21667,26733,36200,36800,68933,125000,30100,35600,30000,20000,6167,9667,23867,16133,2900,,,
7/11/2023,14600,14500,11833,12833,9700,12750,13833,,11833,18000,11500,13000,11333,,,120000,120000,120000,120000,46667,120000,19333,44667,23500,32667,10000,10000,6500,8667,7500,14000,,,22267,25933,38133,32933,69133,125000,30300,35700,30000,20000,6167,9667,24400,16800,3000,,,
7/12/2023,14583,14500,11833,12833,9700,12750,13833,,11833,18000,11467,13000,11333,,,120000,120000,120000,120000,46667,120000,19533,44667,23500,32667,10000,10000,6500,8667,7500,13750,,,22200,32500,44500,32900,69333,125000,30000,35375,30000,20000,6167,9667,24667,17333,3000,,,
7/13/2023,14583,14500,11833,12833,9700,12750,13833,,11833,17742,11500,13000,11333,,,120000,120000,120000,120000,46667,120000,19333,44667,23500,32667,10000,10000,6500,8667,7500,13000,,,23333,33400,44533,30700,69333,125000,30750,36125,30000,20000,6167,9667,24667,16833,3000,,,
7/14/2023,14583,14500,11833,12833,9700,12750,13833,,11833,17133,11433,13000,11400,,,120000,120000,120000,120000,49333,120000,22667,44667,23500,32667,10000,10000,6500,8667,7500,14200,,,19867,33467,44067,30067,69133,125000,30300,35300,30000,20000,6167,10733,25667,16800,3000,,,
7/15/2023,14583,14500,11833,12833,9700,12750,13833,,11833,15967,11167,13000,11333,,,121333,121333,121333,121333,50667,121333,26200,45000,23500,32667,10000,10000,6500,8667,7500,13533,,,21600,32333,43967,28467,69333,125000,31500,36200,30000,20000,6167,11000,26133,16800,3000,,,
7/16/2023,14583,14500,11833,12833,9700,12750,13833,,11833,15308,11067,13000,11333,,,124833,124833,124833,124556,52333,124833,29600,45900,23500,33583,10000,10000,6500,8667,7500,15083,,,22167,33708,43250,27467,69333,125000,31500,35375,30000,20000,6167,10750,26500,16800,3000,,,
7/17/2023,14563,14500,11867,12833,9700,12750,13833,,11833,14333,10667,13000,11250,,,120000,120000,120000,120000,50000,120000,33000,46333,23500,32667,10000,10000,6500,8667,7500,13667,,,21467,31950,42200,26267,69333,125000,31500,36500,30000,20000,6167,11000,26667,16667,3000,,,
7/18/2023,14583,14500,11833,12833,9700,12750,13833,,11833,14333,10667,13000,11333,,,120000,120000,120000,120000,49333,120000,32767,46333,23500,32667,10000,10000,6500,8667,7500,13267,,,21467,33733,38933,25333,69333,125000,31200,36200,30000,20000,6167,11000,26667,16667,3000,,,
7/19/2023,14583,14500,11833,12833,9680,12750,13833,,11833,14100,10667,13000,11333,,,120000,120000,120000,120000,48667,120000,30533,45800,23500,33600,10000,10000,6500,8667,7500,13267,,,20067,26000,29000,25400,70000,125000,30300,35000,30000,20000,6167,11000,26267,17067,3000,,,
7/20/2023,14550,14450,11833,12833,9700,12750,13833,,11833,13833,10667,13000,11333,,,120000,120000,120000,120000,50000,120000,28600,44667,23500,32667,10000,10000,6500,8667,7500,13267,,,20300,25400,27067,24600,70000,125000,30900,35000,30000,20000,6200,11000,25733,17067,3000,,,
7/21/2023,14533,14500,11733,12833,9700,12750,13733,,11767,13733,10550,13000,11333,,,120000,120000,120000,120000,50000,120000,26733,44667,23500,32667,10000,10000,6500,8867,7800,13133,,,21067,25933,27067,23800,70000,125000,31500,36700,30000,20000,6167,11000,25667,17000,3000,,,
7/22/2023,14500,14500,11667,12833,9700,12750,13667,,11833,13567,10333,13000,11333,,,120000,120000,120000,120000,50000,120000,26733,44667,23500,32667,10000,10000,6500,9000,8000,12667,,,24400,28667,24233,23667,70000,125000,32100,36400,30000,20000,6167,11000,25467,17133,3000,,,
7/23/2023,14500,14500,11667,12833,9700,12750,13667,,11833,13500,10333,13000,11333,,,120000,120000,120000,120000,50000,120000,25600,44667,23500,32667,10000,10000,6500,9000,8000,14167,,,26600,28133,23767,23800,70133,126000,31000,37400,30000,20000,6167,10467,25333,17067,3000,,,
7/24/2023,14500,14500,11667,12833,9700,12750,13667,,11833,13233,10433,13000,11333,,,120000,120000,120000,120000,50000,120000,24267,44667,23660,32667,10000,10000,6500,9000,8000,15200,,,25367,24967,20833,23500,70000,125000,31700,37300,30000,20000,6167,10333,24933,16867,3000,,,
7/25/2023,14500,14500,11667,12833,9700,12750,13667,,11833,13000,10833,13000,11292,,,120000,120000,120000,120000,50000,120000,25100,44667,24538,34500,10000,10000,6500,9000,8000,15917,,,27108,24250,20100,22975,69767,125000,31575,35475,29625,20800,6167,10500,24333,16200,3000,,,
7/26/2023,14500,14500,11667,12833,9700,12750,13667,,11833,12833,10940,12933,11333,,,120000,120000,120000,120000,50000,120000,26033,44667,23450,32917,10000,10000,6500,9000,8000,15867,,,27667,29400,19333,22300,69400,129000,31200,34500,29400,20400,6167,10333,24400,16000,3000,,,
7/27/2023,14500,14500,11667,12833,9700,12750,13667,,11833,12833,11100,13000,11333,,,120000,120000,120000,120000,50000,120000,23933,44667,23500,33100,10000,10000,6500,9000,8000,14867,,,24333,25433,21600,22967,67533,130000,27700,33200,29100,20733,6220,10200,24000,16000,3000,,,
7/28/2023,14500,14500,11667,12833,9700,12750,13667,,11833,12833,11183,13000,11333,,,120000,120000,120000,120000,50000,120000,22917,44667,23750,33000,10000,10000,6500,9000,8000,14833,,,22583,23250,20667,23417,68500,130000,27750,32500,29250,20167,6500,10333,24000,16000,3000,,,
7/29/2023,14500,14500,11667,12833,9700,12750,13667,,11833,12833,11100,13000,11333,,,120000,120000,120000,120000,50000,120000,23400,44667,23450,33167,10000,10000,6500,9000,8000,14400,,,21667,22900,22867,27400,69667,130000,30800,36200,29900,18767,6167,10333,24000,16000,3000,,,
7/30/2023,14500,14500,11667,12833,9700,12480,13667,,11833,12700,11273,13000,11333,,,120000,120000,120000,120000,50000,120000,22500,44667,23340,33867,10000,10000,6500,9000,8000,14233,,,20800,23233,22400,26300,69533,130000,29100,34500,29800,20333,6167,10333,24000,16000,3000,,,
7/31/2023,14500,14500,11667,12833,9700,12750,13667,,11833,12700,11833,13000,11333,,,120000,120000,120000,120000,50000,120000,23600,44667,23200,33293,10000,10000,6500,9000,8000,14200,,,22300,23733,23633,27367,69400,130000,30100,35200,29900,20333,6167,10333,24133,16000,3000,,,
8/1/2023,14500,14500,11767,12833,9700,12750,13667,,11833,12633,11933,13000,11467,,,120000,120000,120000,120000,50000,120000,24267,44667,23320,33167,10000,10000,6500,9000,8000,15167,,,24400,24767,24900,26800,69533,130000,30800,35100,29900,20333,6167,10333,23933,15800,3000,,,
8/2/2023,14500,14500,11667,12833,9700,12750,13667,,11833,12533,12067,13000,11467,,,120000,120000,120000,120000,50000,120000,23933,44667,23600,33167,10000,10000,6500,9000,8000,15133,,,24333,24533,24400,27467,69267,130000,30700,35100,30000,20333,6167,10333,23867,15933,3000,,,
8/3/2023,14500,14500,11667,12833,9700,12750,13667,,11833,12500,12067,13000,11333,,,120000,120000,120000,120000,50000,120000,23333,44667,23500,33867,10000,10000,6500,9000,8000,18400,,,31633,24233,24167,26833,69000,130000,30700,35000,29800,20333,6167,10333,23733,16000,3000,,,
8/4/2023,14500,14500,11667,12833,9700,12750,13667,,11833,12500,12200,13133,11467,,,120000,120000,120000,120000,50000,120000,23867,44667,22900,33267,10000,10000,6500,9000,8000,20567,,,36733,25033,25133,26633,70333,130000,27000,36900,30000,20333,6167,10400,23733,15267,3000,,,
8/5/2023,14500,14500,11667,12833,9700,12750,13667,,11833,12500,12233,13167,11500,,,120000,120000,120000,120000,50000,120000,24133,44667,22500,33333,10000,10000,6500,9000,8000,22867,,,38100,23533,25400,26167,70333,130000,27600,36500,29900,20333,6167,10333,23667,15000,3000,,,
8/6/2023,14500,14500,11733,12833,9700,12750,13667,,11833,12500,12187,13167,11500,,,120000,120000,120000,120000,50000,120000,23933,44667,22500,33333,10000,10000,6500,9000,8000,21667,,,36667,24800,24633,25667,68600,130000,27200,36500,30000,20333,6167,10333,23667,15000,3000,,,
8/7/2023,14500,14500,11667,12833,9700,12750,13667,,11833,12500,12233,13167,11500,,,120000,120000,120000,120000,50000,120000,24778,44667,23000,33333,10000,10000,6500,9000,8000,20800,,,34058,24513,24631,26333,69556,130000,26833,36500,30000,20222,6167,10333,23667,15000,3000,,,
8/8/2023,14500,14500,11667,12833,9700,12750,13667,,11833,12500,12060,13167,11500,,,120000,120000,120000,120000,50000,120000,31067,44667,22700,34000,10000,10000,6500,9000,8000,20400,,,36667,26767,28433,27267,70333,130000,25875,36500,29700,20333,6167,10333,23667,15000,3000,,,
8/9/2023,14500,14500,11667,12833,9700,12750,13667,,11833,12500,11800,13100,11500,,,120000,120000,120000,120000,50000,120000,31467,44667,22700,34000,10000,10000,6500,9000,8000,20600,,,37867,27600,30267,27533,69800,130000,25500,36200,29600,20333,6167,10333,23667,15000,3000,,,
